,label,neuron_12,neuron_11,neuron_10,neuron_9,neuron_8,neuron_7,neuron_6,neuron_5,neuron_4,neuron_3,neuron_2,neuron_1
42991,2,10,5,58,47,20,54,0,55,8,42,56,35
42992,6,41,8,16,45,52,13,46,19,5,53,0,7
42993,9,43,39,27,55,5,0,3,34,7,50,47,36
42994,3,27,43,39,10,1,48,11,38,16,17,2,44
42995,4,28,49,43,53,23,52,0,8,54,7,5,34
42996,6,17,49,57,58,31,54,10,29,9,35,27,15
42997,7,29,48,28,6,51,27,7,50,2,42,34,36
42998,8,16,52,55,19,21,41,12,11,43,10,39,2
42999,1,42,7,25,27,2,16,13,39,37,34,48,28
43000,9,11,6,1,3,53,20,18,26,17,32,39,24
43001,9,1,3,11,9,27,17,0,18,7,30,5,36
43002,2,49,5,29,38,37,9,8,47,45,19,35,20
43003,1,13,16,51,11,42,39,2,37,27,34,28,48
43004,8,6,56,8,10,23,38,19,0,39,11,57,12
43005,7,8,3,21,37,54,51,0,6,34,7,50,36
43006,1,27,16,42,51,37,48,17,2,34,36,11,28
43007,1,28,49,20,44,34,25,13,37,16,27,39,48
43008,8,13,38,2,53,18,43,25,35,10,41,44,12
43009,4,54,33,57,1,42,29,11,41,58,2,19,34
43010,4,59,20,41,27,37,24,43,12,7,3,38,26
43011,0,6,25,4,44,58,18,9,45,13,23,22,12
43012,3,1,27,52,0,5,3,51,43,33,47,34,17
43013,0,9,23,53,31,42,33,8,45,18,12,21,52
43014,3,12,0,55,5,7,6,47,1,31,43,33,3
43015,4,35,1,7,39,37,42,11,2,5,27,36,34
43016,1,0,7,26,27,29,47,50,51,11,36,17,28
43017,1,11,7,16,51,27,13,39,2,37,34,48,28
43018,8,39,13,58,47,55,41,48,5,50,7,0,23
43019,7,51,50,3,29,21,55,54,0,6,34,14,36
43020,0,39,52,33,58,45,53,55,11,8,5,18,21
43021,5,41,20,8,50,5,9,16,0,55,3,7,33
43022,4,44,53,21,26,59,7,18,3,37,10,12,24
43023,7,0,1,54,38,2,47,51,42,50,6,36,34
43024,7,36,11,54,51,55,3,45,32,21,12,23,14
43025,1,40,25,39,16,37,17,11,48,13,2,34,28
43026,4,29,41,6,37,33,7,50,58,34,36,11,35
43027,3,55,10,13,33,47,29,11,34,4,0,38,23
43028,9,10,27,6,30,18,38,1,0,3,17,39,24
43029,3,34,38,31,23,43,10,47,4,19,33,3,0
43030,1,30,52,9,4,19,51,16,35,24,32,40,0
43031,3,1,48,3,51,10,41,31,38,47,23,33,4
43032,2,20,12,35,19,51,38,54,43,47,8,55,56
43033,1,36,39,50,42,37,2,11,51,48,28,27,34
43034,9,26,10,18,17,3,1,19,46,55,20,58,24
43035,6,0,55,46,39,1,49,53,52,33,18,47,7
43036,7,38,54,51,3,39,45,12,23,36,8,14,34
43037,9,41,8,58,21,55,0,11,7,50,34,5,36
43038,4,6,19,46,10,17,38,20,9,11,26,45,37
43039,7,3,6,0,50,14,41,54,51,37,7,36,34
43040,2,13,17,39,55,16,41,27,14,38,50,11,56
43041,4,2,7,58,8,42,54,11,41,36,19,34,5
43042,8,57,50,0,7,2,33,12,29,54,23,6,34
43043,3,42,4,20,3,41,8,31,55,6,0,29,33
43044,1,48,7,33,16,39,13,2,11,47,34,17,28
43045,0,9,22,54,31,45,37,7,29,6,51,33,20
43046,7,1,27,51,3,50,6,37,29,0,54,30,36
43047,2,54,38,30,0,56,5,47,8,42,27,50,35
43048,5,39,0,1,56,55,31,58,16,11,45,13,5
43049,6,55,11,0,28,9,15,52,33,16,47,39,7
43050,0,44,41,8,45,53,54,23,42,58,18,52,21
43051,8,58,33,5,47,23,2,50,7,27,34,48,39
43052,7,6,38,55,21,45,8,54,47,24,44,30,14
43053,1,7,13,42,16,39,11,27,2,37,34,48,28
43054,6,42,31,9,27,58,8,19,7,15,52,5,25
43055,5,31,5,16,39,41,45,55,4,46,0,7,33
43056,5,36,3,39,30,1,23,51,9,0,7,16,44
43057,9,42,11,2,39,0,21,50,36,7,27,5,34
43058,9,39,3,58,6,50,42,17,5,55,36,0,30
43059,0,9,46,8,20,50,45,7,19,12,5,23,33
43060,8,3,59,51,21,0,19,2,8,39,43,12,11
43061,6,5,37,49,27,47,45,46,33,16,0,52,7
43062,8,25,41,27,26,59,39,2,51,17,10,11,13
43063,6,15,55,1,28,43,39,9,49,33,52,47,7
43064,3,25,5,4,44,31,3,28,57,1,43,17,18
43065,3,47,19,10,34,13,43,0,41,33,38,23,4
43066,5,11,13,52,41,18,3,2,10,53,25,44,46
43067,3,1,55,51,18,16,41,43,31,47,3,23,4
43068,4,11,14,43,12,26,24,37,57,44,35,56,38
43069,8,56,34,1,0,58,33,5,50,27,28,39,47
43070,3,4,11,55,53,46,43,3,44,47,17,25,2
43071,1,7,36,16,42,51,27,11,34,2,37,48,28
43072,8,0,11,37,14,7,12,9,23,8,51,6,39
43073,4,23,0,53,8,52,36,58,47,19,41,34,5
43074,0,3,9,29,4,53,58,54,22,16,7,46,31
43075,7,6,4,0,41,3,57,51,54,32,47,34,36
43076,3,38,21,3,51,47,13,48,53,59,43,17,25
43077,2,5,19,55,43,42,0,47,8,54,41,56,35
43078,4,26,18,20,5,7,21,27,12,58,4,17,24
43079,2,54,45,0,29,12,42,10,47,50,58,8,35
43080,3,11,57,30,4,47,43,42,2,38,8,24,44
43081,0,19,33,53,55,5,18,45,58,8,52,23,12
43082,7,55,2,1,0,51,54,29,6,50,14,36,34
43083,0,19,7,55,45,18,5,58,53,8,52,12,33
43084,5,52,27,39,19,12,11,41,3,10,18,23,46
43085,1,51,13,42,16,39,11,2,27,37,34,48,28
43086,9,56,21,48,26,29,7,6,58,24,12,54,30
43087,7,41,34,11,51,14,55,0,6,54,50,37,36
43088,0,19,43,21,25,16,54,56,9,59,12,22,50
43089,7,11,47,13,29,39,16,42,51,2,27,48,34
43090,3,16,31,1,28,25,57,43,44,5,4,17,18
43091,8,48,5,0,33,28,13,58,7,27,39,50,47
43092,0,6,44,54,25,58,51,7,56,3,31,4,22
43093,9,58,50,39,2,55,27,0,7,3,21,5,34
43094,9,21,57,58,3,26,27,30,0,55,50,5,36
43095,6,34,47,35,52,6,39,33,37,7,43,27,48
43096,8,39,25,1,41,27,12,55,48,47,52,21,11
43097,8,56,0,43,33,39,52,28,50,13,47,48,7
43098,5,58,55,49,19,3,5,35,27,46,33,53,34
43099,8,7,25,55,0,33,28,58,5,27,47,50,39
43100,3,28,44,4,46,27,53,43,1,25,5,37,18
43101,2,0,48,54,41,47,5,56,42,8,50,37,35
43102,0,22,21,54,53,35,9,11,10,42,13,25,52
43103,3,27,3,0,41,31,16,51,33,43,47,23,4
43104,7,47,53,38,43,11,23,42,45,21,6,36,18
43105,2,45,42,54,12,47,56,55,10,37,53,8,35
43106,4,23,11,57,9,38,35,10,12,19,29,32,36
43107,9,4,42,27,11,34,0,28,7,5,17,50,36
43108,7,21,23,51,3,27,0,6,54,14,47,34,36
43109,8,11,21,25,50,27,2,47,7,48,39,34,28
43110,8,12,41,31,52,44,16,58,5,0,18,1,47
43111,5,3,8,55,0,18,5,16,28,9,7,33,4
43112,4,20,7,2,43,44,17,21,38,41,34,26,37
43113,2,54,49,0,20,47,5,48,56,42,8,37,35
43114,9,52,10,39,0,21,50,6,2,29,8,34,36
43115,6,7,55,39,49,1,9,15,5,17,52,33,47
43116,2,43,42,57,16,28,1,55,37,38,49,5,17
43117,2,41,20,43,8,58,47,0,5,56,42,54,35
43118,1,36,13,27,16,51,2,34,42,48,37,11,28
43119,4,41,58,53,7,2,33,8,50,34,36,47,5
43120,9,7,23,0,11,58,39,5,50,42,21,34,36
43121,8,43,27,5,36,40,52,13,7,50,47,28,39
43122,2,16,43,38,21,51,48,25,5,11,37,17,56
43123,4,8,7,36,54,42,1,58,33,52,41,34,5
43124,2,41,59,47,55,27,43,37,38,45,10,8,21
43125,6,0,49,19,16,33,52,15,39,50,28,47,7
43126,3,4,59,32,26,15,11,19,21,17,25,9,50
43127,5,41,51,31,1,16,9,3,8,5,7,4,33
43128,1,16,48,47,7,27,36,11,51,2,17,34,28
43129,0,31,19,58,9,7,49,45,12,8,53,5,33
43130,4,25,44,43,11,35,3,20,38,8,18,37,24
43131,1,11,47,27,16,37,13,7,34,2,39,48,28
43132,3,31,0,35,21,55,10,37,43,27,1,5,18
43133,2,55,54,42,48,56,47,41,58,5,8,0,35
43134,0,38,14,56,9,21,48,31,49,51,29,59,22
43135,3,5,41,53,59,31,51,55,27,47,25,58,18
43136,5,12,58,4,44,53,51,18,55,27,25,23,46
43137,4,41,6,12,50,30,4,10,37,8,29,35,36
43138,9,52,41,36,26,6,44,58,18,21,7,12,30
43139,5,4,42,27,19,8,58,12,55,3,41,46,25
43140,3,23,43,52,44,4,21,27,16,30,47,0,11
43141,6,27,21,8,52,54,46,59,32,35,42,31,15
43142,1,39,13,2,16,50,36,7,40,17,47,11,28
43143,7,12,52,54,9,3,51,23,58,45,6,36,34
43144,5,27,4,23,41,46,3,9,58,18,52,1,12
43145,8,27,1,31,56,41,12,58,5,52,7,0,55
43146,9,1,29,11,20,18,57,12,41,3,17,26,24
43147,9,50,41,5,27,0,7,3,36,58,55,21,34
43148,5,41,11,4,9,12,46,25,19,29,27,44,2
43149,0,47,23,18,22,53,46,31,12,7,5,45,33
43150,4,26,30,41,45,52,8,35,10,37,53,54,24
43151,1,49,43,35,50,42,7,2,37,27,34,39,48
43152,4,27,43,6,20,2,37,21,41,12,11,26,24
43153,2,29,2,31,59,43,10,58,5,12,20,47,19
43154,6,20,30,52,9,46,10,53,33,35,32,15,42
43155,3,33,4,3,51,55,53,1,27,31,5,43,18
43156,4,48,27,26,43,50,54,17,11,36,38,37,30
43157,4,43,10,38,7,2,37,29,11,36,35,27,34
43158,9,45,41,52,0,21,29,54,11,8,36,10,30
43159,5,18,4,53,51,44,25,1,58,3,41,12,46
43160,7,7,59,53,32,11,24,55,45,44,30,18,14
43161,6,8,41,17,49,27,58,12,31,5,7,52,15
43162,1,19,11,16,51,47,5,17,32,24,0,30,40
43163,7,37,7,23,45,3,6,32,33,51,54,12,34
43164,6,21,46,18,10,29,42,52,25,31,15,35,13
43165,8,30,6,5,8,0,4,58,55,7,12,44,23
43166,6,46,42,8,5,19,9,52,27,12,15,25,58
43167,9,23,2,55,33,0,49,41,50,7,58,39,34
43168,7,36,37,3,21,11,30,22,55,13,45,32,14
43169,0,53,22,43,3,47,37,31,5,7,20,45,33
43170,0,54,16,45,9,3,4,46,58,19,29,22,31
43171,3,29,38,35,10,55,47,18,4,44,41,3,23
43172,2,38,54,41,45,10,5,56,35,20,47,8,37
43173,4,43,6,29,10,37,7,34,11,50,27,35,36
43174,9,3,53,46,51,54,40,30,0,26,50,17,36
43175,5,41,53,23,12,3,51,18,6,58,31,25,1
43176,2,46,47,52,4,16,43,5,13,27,53,56,25
43177,6,20,27,33,5,42,17,7,13,19,31,58,15
43178,7,12,37,3,32,35,43,45,36,7,57,51,34
43179,7,50,49,54,48,20,34,51,29,2,39,33,8
43180,3,53,21,55,31,46,51,18,17,1,5,25,4
43181,8,6,47,55,4,58,5,44,18,23,7,12,0
43182,8,21,1,18,10,55,41,0,23,52,39,12,58
43183,9,0,12,52,50,21,2,23,33,49,58,39,34
43184,2,42,55,52,33,38,21,5,48,54,43,49,17
43185,9,57,58,7,4,27,11,17,0,42,5,30,36
43186,0,9,19,10,16,58,46,3,54,29,4,22,31
43187,7,52,39,41,58,42,53,54,3,8,7,6,36
43188,0,52,31,21,37,22,54,9,56,59,25,13,10
43189,5,58,23,27,19,46,31,12,25,41,18,51,53
43190,7,27,41,7,39,51,45,29,44,18,24,30,14
43191,2,10,21,26,44,43,31,55,13,47,49,20,16
43192,3,19,9,21,53,1,51,52,46,33,17,5,18
43193,9,2,12,23,3,50,41,0,36,39,7,58,34
43194,8,1,55,41,39,48,52,44,18,0,6,47,23
43195,0,7,53,13,16,46,23,9,5,58,22,12,31
43196,3,55,2,16,37,18,4,44,35,27,1,51,43
43197,1,49,25,16,20,2,7,33,28,37,27,39,48
43198,3,17,11,4,53,23,36,47,51,52,45,32,18
43199,5,53,27,51,58,12,31,10,55,19,46,3,25
43200,3,21,11,23,55,17,51,9,25,1,4,44,19
43201,8,8,7,10,23,41,55,44,58,39,52,0,12
43202,7,30,53,32,11,3,55,21,36,47,18,45,14
43203,8,8,39,10,23,2,0,48,19,52,55,44,12
43204,3,16,31,1,41,44,4,12,3,43,25,23,27
43205,0,5,45,31,58,22,12,59,33,7,6,9,20
43206,5,54,48,53,51,25,19,4,35,50,22,37,56
43207,9,27,23,42,39,3,58,55,11,0,5,7,36
43208,3,10,47,8,24,0,56,14,12,20,38,13,26
43209,3,5,33,47,41,55,31,58,51,27,43,53,18
43210,9,21,53,14,11,12,57,38,32,18,3,26,24
43211,2,10,56,43,44,27,1,47,5,42,35,20,49
43212,5,53,55,41,48,52,15,51,47,59,19,35,25
43213,7,9,32,54,22,12,18,37,7,51,45,36,57
43214,1,7,2,50,17,42,37,27,11,51,34,36,28
43215,8,39,46,5,8,50,58,0,6,12,23,55,7
43216,0,54,35,45,58,10,25,9,31,42,18,13,22
43217,4,11,6,10,27,58,29,2,7,37,50,35,34
43218,5,18,8,44,16,58,7,6,1,41,12,3,46
43219,4,26,42,37,12,6,36,10,29,4,30,27,35
43220,2,39,50,10,21,55,48,37,27,2,51,56,17
43221,5,58,4,9,1,3,8,44,25,46,29,41,12
43222,7,21,47,50,41,8,27,29,55,12,6,14,36
43223,9,23,42,41,34,11,10,0,50,21,29,58,36
43224,3,17,59,4,53,6,32,3,2,19,50,26,25
43225,6,19,27,20,8,31,58,33,7,17,52,5,15
43226,8,21,6,49,32,39,35,33,37,9,57,7,50
43227,1,33,43,50,47,49,7,2,37,27,34,39,48
43228,4,3,4,16,6,37,59,10,27,35,55,42,30
43229,0,58,54,33,45,5,4,3,49,9,7,22,31
43230,3,16,25,5,59,11,43,32,41,9,26,17,50
43231,4,33,43,6,7,10,41,12,37,38,29,35,36
43232,1,0,7,51,26,30,11,47,50,36,17,28,40
43233,5,29,8,18,4,12,25,10,2,44,3,41,46
43234,8,10,52,46,21,55,0,39,7,50,13,58,11
43235,3,47,27,53,55,41,12,25,5,35,31,43,18
43236,0,9,14,46,18,48,50,40,59,38,16,22,56
43237,9,4,30,10,46,58,8,19,11,23,12,29,36
43238,7,21,41,16,1,17,51,27,11,12,6,39,30
43239,4,27,34,6,8,58,41,29,37,10,54,35,36
43240,2,47,48,12,10,52,38,43,8,55,45,54,21
43241,2,20,10,0,56,5,33,31,29,8,54,19,47
43242,8,55,47,50,36,7,0,2,5,6,23,46,13
43243,0,3,4,7,16,49,46,6,58,9,5,22,31
43244,5,27,48,41,51,46,31,58,35,19,53,4,18
43245,5,11,3,29,8,6,9,16,4,44,2,1,12
43246,1,4,32,3,52,47,57,51,5,0,30,17,40
43247,0,54,4,3,5,7,9,12,16,58,46,22,31
43248,9,11,27,52,4,57,53,3,41,12,2,25,17
43249,1,6,43,49,25,13,2,37,27,16,34,39,48
43250,8,55,47,21,33,35,5,39,27,0,58,16,11
43251,6,19,49,7,17,57,54,42,59,31,58,5,15
43252,3,48,2,47,42,44,5,43,41,38,4,25,21
43253,9,3,39,50,21,0,58,2,55,42,5,7,34
43254,2,52,38,16,49,13,47,58,56,27,31,39,48
43255,3,10,55,31,48,27,41,33,51,47,53,58,18
43256,3,52,1,43,46,4,8,55,16,45,17,5,11
43257,2,8,20,55,42,58,47,52,29,38,5,1,27
43258,0,45,8,9,5,35,19,33,53,42,58,18,52
43259,9,39,58,3,30,0,5,7,55,21,42,50,36
43260,6,19,15,13,58,10,21,54,59,57,33,35,42
43261,1,7,13,11,16,51,27,2,42,37,34,48,28
43262,5,45,53,9,7,57,59,29,54,1,6,13,0
43263,6,31,55,28,5,41,17,13,52,47,33,7,15
43264,6,10,43,46,32,27,37,26,53,35,38,54,15
43265,0,9,37,18,13,23,22,45,5,33,7,12,31
43266,0,59,2,45,53,54,29,22,57,12,21,13,25
43267,1,47,43,49,50,7,27,35,2,37,34,39,48
43268,8,26,41,43,39,6,21,3,51,8,10,11,12
43269,1,6,49,13,50,43,27,2,7,34,37,39,48
43270,6,31,27,5,46,52,25,35,42,57,11,58,15
43271,8,44,12,31,56,5,41,39,52,0,7,58,55
43272,4,12,30,56,11,10,1,0,27,39,17,37,24
43273,0,19,46,9,13,7,33,31,22,18,4,45,5
43274,4,35,54,11,10,7,45,8,29,32,19,37,30
43275,4,12,5,52,6,58,50,34,11,42,27,36,35
43276,0,23,18,22,58,31,45,49,13,12,33,9,5
43277,7,3,4,54,7,18,58,34,45,9,23,6,36
43278,4,10,49,45,20,6,21,53,38,13,26,54,37
43279,7,32,57,45,23,7,51,3,6,12,54,36,34
43280,3,16,35,18,55,52,3,31,1,11,43,4,23
43281,6,49,28,58,33,19,59,13,52,31,7,5,15
43282,9,4,18,30,3,27,0,21,12,42,10,44,39
43283,0,53,37,9,20,6,22,46,7,5,31,45,33
43284,7,26,47,38,29,0,3,16,51,27,50,36,30
43285,7,8,0,33,7,41,54,2,29,6,51,39,34
43286,1,5,0,23,16,26,50,47,36,17,40,11,28
43287,3,4,38,33,21,55,1,47,10,58,27,0,18
43288,7,48,38,7,55,41,26,8,36,54,12,30,14
43289,5,1,55,31,12,5,7,58,46,33,6,41,18
43290,8,45,26,30,39,21,8,12,11,55,0,27,10
43291,4,10,50,8,34,6,37,58,11,27,42,35,36
43292,2,38,56,1,5,10,42,55,54,27,39,37,20
43293,2,55,42,38,12,29,2,5,8,47,58,20,41
43294,2,39,47,12,51,53,55,17,41,21,38,54,43
43295,4,33,10,7,52,50,36,2,11,37,34,42,27
43296,1,19,46,17,5,47,16,3,30,24,0,32,40
43297,1,16,7,39,35,51,37,2,42,27,28,34,48
43298,3,38,5,25,23,3,18,4,11,21,1,43,44
43299,8,23,1,27,0,55,5,47,58,39,52,48,7
43300,1,51,33,13,7,16,2,37,39,27,28,34,48
43301,3,22,3,48,5,43,58,47,31,51,28,53,18
43302,4,6,19,25,10,4,2,20,8,35,9,37,24
43303,5,50,3,42,44,41,12,29,8,58,25,2,46
43304,6,56,29,37,57,21,32,35,59,31,54,10,15
43305,6,28,31,41,11,5,55,17,47,52,9,7,15
43306,8,11,1,55,8,0,18,44,19,43,12,39,2
43307,7,8,0,52,50,39,2,7,51,33,54,6,34
43308,5,11,16,23,4,8,44,12,3,41,25,1,46
43309,0,23,4,58,5,9,46,22,33,31,45,7,12
43310,9,7,19,58,10,45,34,23,29,54,9,46,36
43311,6,55,41,12,27,31,47,1,15,5,9,52,7
43312,2,38,43,45,49,55,10,37,8,5,54,47,20
43313,7,50,52,0,2,8,39,51,33,7,6,54,34
43314,2,43,25,48,38,47,49,13,5,55,41,37,56
43315,1,2,13,25,33,7,16,20,37,27,28,39,48
43316,1,16,0,47,11,57,51,59,50,17,28,30,40
43317,2,58,42,8,35,20,5,41,29,2,49,19,47
43318,5,50,7,37,44,54,45,0,30,36,13,6,46
43319,5,33,25,23,4,51,6,1,18,58,41,31,46
43320,6,31,41,46,1,58,25,5,15,7,19,52,18
43321,8,10,4,1,16,55,44,41,18,0,58,23,12
43322,8,2,17,51,27,52,55,48,1,21,39,12,11
43323,1,7,35,16,39,51,37,42,2,27,34,28,48
43324,9,57,27,7,42,39,5,58,17,0,3,36,30
43325,9,53,2,3,50,10,36,51,0,55,21,58,34
43326,2,16,15,17,38,39,11,40,13,32,47,6,56
43327,3,0,10,49,47,35,55,1,27,58,43,33,18
43328,5,7,28,41,5,47,11,23,4,0,16,33,34
43329,8,8,10,19,48,52,41,55,23,0,39,44,58
43330,3,21,3,57,50,44,2,46,19,53,17,5,25
43331,2,42,35,49,43,20,5,48,58,55,19,41,8
43332,1,16,50,43,7,47,37,2,27,34,28,39,48
43333,8,5,52,7,12,41,55,19,39,58,48,44,23
43334,8,35,9,55,2,18,1,12,16,58,52,0,44
43335,8,12,5,18,52,55,41,44,16,23,58,48,0
43336,1,49,27,16,11,47,7,2,39,17,48,34,28
43337,7,54,8,3,14,45,23,51,9,18,6,29,36
43338,2,16,1,10,48,55,13,31,49,41,56,12,47
43339,1,2,43,50,20,7,16,33,28,37,27,39,48
43340,7,3,27,53,18,6,32,17,30,1,54,0,24
43341,7,32,3,12,22,6,18,14,51,45,9,29,36
43342,8,2,19,48,58,13,35,52,55,16,39,44,0
43343,9,11,0,52,3,58,5,42,21,7,36,8,34
43344,1,1,5,46,16,57,52,55,17,47,0,40,11
43345,2,43,10,31,37,0,29,55,44,20,47,7,19
43346,7,29,6,48,47,21,14,54,55,36,12,23,8
43347,0,53,3,2,54,48,44,46,12,29,50,22,16
43348,6,8,31,27,18,9,55,19,5,52,58,15,25
43349,1,16,28,50,43,2,7,37,47,27,39,34,48
43350,1,48,7,16,27,36,51,37,34,17,11,2,28
43351,2,56,19,58,7,12,26,24,5,29,47,8,20
43352,7,2,21,54,53,51,11,3,45,18,32,14,24
43353,3,52,4,55,18,35,43,5,51,53,47,3,31
43354,7,53,54,21,44,45,47,6,59,32,18,14,30
43355,4,12,7,35,33,10,37,8,36,29,19,32,34
43356,7,3,14,18,6,51,54,39,53,45,32,30,24
43357,5,2,10,11,51,58,25,3,53,4,41,44,46
43358,9,25,44,38,11,4,1,24,10,34,29,17,26
43359,6,12,19,20,54,59,9,27,17,7,31,15,58
43360,2,48,52,47,16,43,13,39,25,42,27,56,35
43361,7,50,0,10,36,39,23,8,54,57,29,51,34
43362,7,57,11,44,21,8,38,45,54,6,47,30,24
43363,8,19,48,52,12,41,39,55,44,16,58,0,23
43364,4,43,19,16,57,9,11,45,46,37,24,44,38
43365,9,11,8,0,10,23,7,50,46,6,36,29,34
43366,0,13,31,9,18,58,12,49,37,22,5,45,33
43367,0,48,56,58,51,50,25,44,4,3,16,29,22
43368,5,47,9,4,1,8,46,55,35,52,16,11,44
43369,1,33,37,43,41,2,7,50,42,34,35,39,48
43370,4,59,10,11,4,38,6,12,3,24,37,17,30
43371,2,30,12,8,10,59,38,29,31,9,47,20,19
43372,8,12,57,0,8,45,21,38,54,43,11,10,26
43373,3,12,53,41,58,19,44,0,10,18,4,23,3
43374,7,11,53,54,21,24,29,8,44,45,6,18,30
43375,4,12,20,29,7,34,6,2,19,8,33,58,32
43376,2,55,37,41,8,17,42,38,5,45,43,21,49
43377,5,7,18,37,55,0,5,51,46,53,6,33,1
43378,7,50,47,46,12,40,55,27,30,23,36,11,17
43379,6,56,52,46,49,12,27,31,9,5,25,15,7
43380,3,47,12,55,41,13,2,3,25,53,4,43,44
43381,7,3,10,38,54,51,23,29,39,8,14,33,34
43382,7,11,41,38,0,53,54,55,3,6,8,14,36
43383,8,5,50,1,58,48,4,41,16,47,55,0,23
43384,7,11,32,3,45,29,53,30,18,54,6,12,24
43385,9,4,58,39,42,7,29,23,3,8,36,46,34
43386,6,57,21,9,55,50,32,11,25,56,35,42,15
43387,0,48,2,54,25,50,58,44,53,29,16,22,46
43388,8,29,56,47,50,0,2,28,13,49,37,7,48
43389,1,47,16,25,49,2,43,33,37,27,7,39,48
43390,7,21,44,29,52,41,6,32,45,18,54,30,24
43391,2,58,5,12,26,47,38,46,9,59,19,29,20
43392,9,6,21,41,57,52,30,10,59,3,39,24,12
43393,3,18,11,43,25,13,27,23,12,3,53,4,44
43394,2,4,35,10,1,42,27,55,38,5,49,8,37
43395,4,54,33,29,35,58,7,37,8,19,34,36,32
43396,6,52,26,6,53,11,27,17,9,37,10,32,15
43397,5,31,53,7,0,58,6,3,51,57,33,4,1
43398,4,35,4,52,32,17,19,3,39,18,10,37,24
43399,6,52,27,46,56,19,13,58,31,25,42,15,7
43400,7,29,1,0,3,39,51,42,54,7,6,50,36
43401,7,3,49,7,58,39,54,9,45,51,33,57,34
43402,5,31,8,23,18,55,27,13,44,46,25,19,42
43403,8,4,19,41,55,12,44,5,48,47,7,23,0
43404,0,56,46,47,25,9,35,43,38,16,51,59,22
43405,9,58,23,45,0,46,8,7,54,6,29,34,36
43406,1,15,57,51,0,56,5,58,28,17,11,47,40
43407,2,12,5,43,38,31,58,47,29,9,19,20,45
43408,7,43,41,8,0,11,42,51,3,54,47,38,36
43409,5,8,9,46,4,6,1,18,3,41,23,44,58
43410,8,10,17,57,12,51,52,9,46,48,55,2,11
43411,1,49,50,35,42,7,28,2,37,27,34,39,48
43412,5,4,19,40,44,51,2,27,37,53,13,35,25
43413,6,27,25,5,7,19,17,9,42,31,54,58,15
43414,7,51,54,17,0,6,3,14,27,47,38,30,36
43415,4,37,50,0,4,7,32,8,34,41,35,5,36
43416,9,26,27,11,51,3,30,21,55,0,50,58,36
43417,3,51,5,35,33,43,59,53,58,18,47,19,31
43418,0,45,22,53,21,54,57,2,11,13,10,25,52
43419,9,8,12,54,19,6,11,7,23,46,29,34,36
43420,6,55,58,46,19,33,18,39,5,57,15,47,11
43421,9,52,11,10,12,19,58,4,46,23,29,34,36
43422,0,29,31,13,59,18,45,48,19,9,12,25,22
43423,0,54,33,7,9,46,4,18,45,19,31,22,58
43424,6,50,11,19,41,29,10,58,13,35,52,12,25
43425,9,44,22,26,36,54,14,29,48,38,30,45,12
43426,1,48,0,26,5,30,32,57,17,47,50,11,40
43427,7,48,50,14,0,54,39,33,8,23,29,51,34
43428,3,23,18,51,53,3,43,46,27,12,25,4,44
43429,1,37,2,35,50,27,20,33,43,41,7,39,48
43430,2,37,53,21,5,2,59,43,49,10,27,50,20
43431,6,56,59,52,5,7,12,19,42,13,31,58,15
43432,5,59,31,7,12,8,16,0,9,33,6,5,1
43433,4,6,58,56,29,2,54,37,50,7,27,35,34
43434,2,36,49,18,58,47,57,6,21,59,53,20,33
43435,3,47,44,25,35,53,4,43,41,18,3,19,31
43436,2,18,8,27,31,38,48,44,10,25,37,43,21
43437,6,19,25,5,27,54,17,8,31,52,42,58,15
43438,3,33,47,52,3,46,27,5,51,48,1,43,18
43439,2,48,35,40,10,47,41,55,58,8,54,30,0
43440,6,17,13,49,12,5,31,18,15,19,33,58,52
43441,2,48,33,29,54,35,9,46,10,58,45,47,19
43442,5,0,9,3,48,55,6,51,18,4,23,44,1
43443,0,18,25,13,12,23,4,5,45,7,44,22,46
43444,1,33,16,36,13,51,47,2,17,34,11,40,28
43445,0,29,3,54,9,50,45,58,25,7,4,44,22
43446,1,11,52,26,59,51,47,5,57,0,30,17,40
43447,8,48,33,52,51,10,12,55,39,19,58,0,23
43448,3,46,57,15,52,43,51,13,53,59,17,25,5
43449,2,58,55,56,30,5,43,10,54,0,47,35,8
43450,2,21,12,54,27,55,17,43,41,38,51,56,49
43451,5,5,0,18,6,41,4,44,3,1,46,58,23
43452,4,19,32,44,20,2,37,43,12,7,38,35,26
43453,9,19,11,8,3,46,12,6,34,29,23,38,36
43454,5,1,3,52,57,46,9,4,17,51,44,25,2
43455,8,47,35,12,58,31,23,51,55,48,0,41,19
43456,3,3,13,51,4,43,11,44,47,25,53,17,2
43457,6,27,13,5,52,8,58,19,42,31,33,7,15
43458,1,36,48,16,13,7,47,40,17,11,2,34,28
43459,5,41,25,5,18,8,4,3,58,46,44,1,23
43460,3,19,10,38,37,2,1,41,21,3,25,5,43
43461,7,18,7,22,3,6,32,36,51,23,57,34,45
43462,6,17,55,41,52,12,27,58,35,25,11,15,53
43463,0,18,16,9,5,58,33,7,59,45,6,22,31
43464,8,41,8,12,48,10,55,35,51,39,52,2,11
43465,0,12,13,23,44,7,5,45,25,31,6,22,4
43466,3,59,4,55,3,53,11,50,47,43,25,17,2
43467,4,19,0,8,33,36,37,41,7,32,5,35,34
43468,0,56,26,54,29,59,10,16,25,22,9,13,12
43469,1,43,13,50,49,6,35,27,37,2,39,34,48
43470,7,0,27,29,2,38,57,50,47,51,17,11,36
